CHR	Location	Associated Gene (ORF)	Associated Gene (Name)	Alignability	Pho4 Occupancy ChIP No Pi	Pho4 Occupancy Input No Pi 	Pho4 Occupancy ChIP High Pi	Pho4 Occupancy Input High Pi	Pho4 Occupancy ChIP in pho80Δ	Pho4 Occupancy ChIP in pho80Δ cbf1Δ	Pho4 Occupancy ChIP in No Pi Pho2Δ	Pho2 Occupancy ChIP No Pi	Pho2 Occupancy Input No Pi 	Pho2 Occupancy ChIP High Pi	Pho2 Occupancy Input High Pi	Cbf1 Occupancy ChIP No Pi	Cbf1 Occupancy Input No Pi	Cbf1 Occupancy ChIP High Pi	Cbf1 Occupancy Input High Pi	Mock IP Occupancy ChIP No Pi	Mock IP Occupancy ChIP High Pi	Nucleosome High Pi	Nucleosome No Pi	Nucleosome cbf1Δ high Pi	PHO4 Enrichment No Pi	PHO4 Enrichment High Pi	Pho2 Enrichment No Pi	Pho2 Enrichment High Pi	Cbf1 Enrichment No Pi	Cbf1 Enrichment High Pi	Pho4 Recruitment (No Pi/ High Pi)	Pho2 Recruitment (No Pi/ High Pi)	Pho4 binding No Pi	Cbf1 binding No Pi	Pho4 binding High Pi	Cbf1 binding High Pi
chr14	162078	NA	NA	1	21	173	13	59	36	7	8	35	78	7	53	82	30	152	48	8	37	353	399	394	1.1	1.1	1.3	0.7	12.6	4.3	1	2	0	1	0	1
chr14	164417	YNL256W YNL257C 	FOL1 SIP3 	1	20	183	14	61	35	9	8	81	102	24	64	67	52	69	56	4	14	282	303	397	1	1.2	2.4	2	5.8	1.7	0.9	1.2	0	1	0	0
chr14	166552	NA	NA	1	34	174	17	69	39	14	10	49	111	17	63	22	41	23	61	5	7	547	459	593	1.8	1.3	1.3	1.4	2.5	0.5	1.5	1	0	0	0	0
chr14	195016	NA	NA	1	27	169	8	65	25	11	12	39	70	17	44	10	53	29	52	6	8	520	365	371	1.5	0.6	1.7	2	0.9	0.7	2.4	0.8	0	0	0	0
chr14	199214	NA	NA	1	31	178	28	99	43	18	10	56	91	24	78	25	82	57	86	14	55	248	299	241	1.7	1.4	1.9	1.6	1.4	0.9	1.2	1.2	0	0	0	0
chr14	217576	YNL231C 	PDR16 	1	39	163	19	87	51	90	16	117	100	34	71	3022	92	11369	70	13	37	155	155	120	2.3	1.1	3.6	2.5	149.5	220.8	2.1	1.4	0	1	0	1
chr14	219913	YNL229C 	URE2 	1	20	201	11	56	38	10	6	42	91	10	63	146	34	169	59	5	8	353	477	378	1	1	1.4	0.8	19.7	3.9	1	1.8	0	1	0	1
chr14	220730	YNL229C 	URE2 	1	33	190	19	83	35	16	7	73	117	15	69	45	69	89	61	9	23	640	527	561	1.6	1.2	1.9	1.1	3	2	1.4	1.7	0	0	0	0
chr14	227050	YNL224C YNL223W 	YNL224C AUT2 	1	62	211	26	70	48	18	6	48	99	10	65	98	66	239	59	5	28	639	473	620	2.8	1.9	1.5	0.8	6.8	5.5	1.5	1.8	1	1	0	1
chr14	233892	YNL221C YNL220W 	POP1 ADE12 	1	70	237	17	84	54	223	5	203	117	61	77	5731	73	14429	55	16	46	30	40	30	2.8	1	5.3	4.1	356.8	354.5	2.7	1.3	0	1	0	1
chr14	301808	NA	NA	1	90	214	18	73	94	40	31	149	101	53	77	390	86	1162	45	13	61	151	147	85	4	1.3	4.4	3.6	20.8	35	3.2	1.2	1	1	0	1
chr14	328749	NA	NA	1	50	232	19	75	33	17	13	37	115	16	79	67	65	82	77	8	17	579	795	614	2	1.3	1	1.1	4.7	1.4	1.6	0.9	0	1	0	0
chr14	329079	NA	NA	1	25	187	4	67	14	9	2	51	99	7	70	330	52	454	57	4	30	566	504	738	1.3	0.3	1.6	0.5	29	10.7	4.8	3.1	0	1	0	1
chr14	335247	NA	NA	1	62	148	7	55	47	14	4	87	85	8	55	23	36	7	51	6	8	250	215	233	4	0.6	3.1	0.8	3	0.2	6.7	4.1	1	0	0	0
chr14	350154	YNL149C YNL147W YNL148C 	YNL149C LSM7 ALF1 	1	32	128	26	85	87	56	15	120	93	37	76	171	75	567	71	20	79	128	141	97	2.4	1.6	3.9	2.5	10.3	10.7	1.5	1.5	0	1	0	1
chr14	352930	YNL145W 	MFA2 	1	28	194	14	85	57	16	9	44	130	29	77	46	69	42	65	7	38	436	400	416	1.4	0.8	1	2	3	0.9	1.7	0.5	0	0	0	0
chr14	371952	YNL135C 	FPR1 	1	77	220	17	90	67	25	14	70	121	20	71	63	88	149	73	12	73	308	387	345	3.3	1	1.7	1.5	3.2	2.8	3.5	1.2	1	1	0	0
chr14	391490	NA	NA	1	34	132	18	60	30	29	8	38	109	6	59	13	81	26	69	15	16	291	485	357	2.4	1.5	1.1	0.6	0.7	0.5	1.6	1.8	0	0	0	0
chr14	393867	YNL123W 	YNL123W 	1	29	170	19	76	35	19	3	29	113	11	74	16	80	63	69	13	54	382	511	424	1.6	1.3	0.8	0.8	0.9	1.2	1.3	1	0	0	0	0
chr14	395534	NA	NA	1	34	141	22	72	27	13	13	37	98	8	63	33	66	27	54	16	23	208	401	254	2.3	1.6	1.1	0.6	2.3	0.7	1.5	1.8	0	0	0	0
chr14	423663	NA	NA	1	22	186	9	70	35	9	6	26	100	10	63	32	65	74	57	2	9	409	371	421	1.1	0.6	0.8	0.8	2.2	1.8	1.7	1	0	0	0	0
chr14	427407	YNL104C YNL103W 	LEU4 MET4 	1	44	180	16	91	56	138	8	111	91	31	65	3403	91	12597	54	14	59	176	233	141	2.4	0.9	3.7	2.6	169.5	318.6	2.6	1.5	0	1	0	1
chr14	447176	YNL095C YNL094W 	YNL095C APP1 	1	35	166	22	75	27	141	9	64	96	19	62	7280	81	31570	61	25	15	135	140	122	2	1.5	2	1.6	406.2	704.7	1.4	1.3	0	1	0	1
chr14	478210	YNL080C 	YNL080C 	1	91	197	16	82	119	41	14	115	97	32	70	198	75	393	57	10	30	405	330	565	4.4	1	3.6	2.4	12	9.2	4.5	1.5	1	1	0	1
chr14	490769	YNL072W YNL071W 	RNH35 LAT1 	1	28	194	32	88	44	33	12	65	126	12	81	679	103	1969	95	10	69	370	428	370	1.4	1.8	1.6	0.8	30	28.1	0.8	2.1	0	1	0	1
chr14	507512	YNL064C YNL063W 	YDJ1 YNL063W 	1	66	200	4	53	39	95	18	75	92	15	61	1992	41	1672	52	4	3	58	75	70	3.1	0.4	2.5	1.3	221.6	43.9	7.7	1.9	1	1	0	1
chr14	538285	YNL048W YNL049C 	ALG11 SFB2 	1	30	228	25	90	25	5	6	54	123	17	73	37	66	39	81	3	38	316	328	341	1.2	1.4	1.3	1.2	2.5	0.7	0.9	1.1	0	0	0	0
chr14	540491	NA	NA	1	18	210	5	76	26	5	4	32	89	10	58	16	33	8	45	5	21	499	380	468	0.8	0.4	1.1	0.9	2.1	0.2	2.3	1.2	0	0	0	0
chr14	546131	NA	NA	1	89	206	13	73	81	41	5	355	130	27	84	211	40	100	64	7	17	90	71	109	4.1	0.9	8.3	1.7	23.9	2.1	4.5	4.9	1	1	0	1
chr14	559396	YNL036W YNL037C 	NCE103 IDH1 	1	89	257	26	131	98	151	37	235	156	90	114	10563	102	36368	87	16	66	207	246	149	3.3	1	4.6	4.2	470.4	568.1	3.3	1.1	0	1	0	1
chr14	559479	YNL036W YNL037C 	NCE103 IDH1 	1	43	253	21	144	48	182	17	201	171	78	104	11223	119	36998	113	23	66	186	298	178	1.6	0.7	3.6	3.9	428.2	442.6	2.2	0.9	0	1	0	1
chr14	586675	NA	NA	1	54	190	28	77	52	22	17	55	110	16	72	89	74	147	70	8	37	813	664	968	2.7	1.8	1.5	1.2	5.4	2.8	1.5	1.3	0	1	0	1
chr14	609050	YNL012W 	SPO1 	1	44	207	23	80	40	25	6	53	104	21	89	57	70	94	69	14	28	686	543	532	2	1.4	1.6	1.2	3.7	1.9	1.4	1.3	0	0	0	1
chr14	617788	YNL008C 	ASI3 	1	28	256	14	71	32	14	6	54	141	19	79	30	61	32	69	6	22	587	631	528	1	1	1.2	1.2	2.3	0.6	1	0.9	0	0	0	0
chr14	623620	YNL004W 	HRB1 	1	34	215	30	103	52	22	15	61	127	30	81	153	94	322	100	14	40	497	565	491	1.5	1.5	1.5	1.9	7.4	4.3	1	0.8	0	1	0	1
chr14	623689	YNL004W 	HRB1 	1	36	210	22	77	29	29	8	45	124	22	70	89	68	142	82	10	9	414	490	446	1.6	1.5	1.1	1.6	6	2.3	1.1	0.7	0	1	0	1
chr14	628762	NA	NA	1	7	131	7	37	24	17	0	72	57	28	29	614	23	549	18	1	5	7	3	5	0.5	1	3.8	5.1	120.6	40.4	0.6	0.8	0	1	0	1
chr14	651910	YNR013C YNR014W 	PHO91 YNR014W 	1	41	134	7	58	44	40	15	89	80	16	53	1075	39	1425	27	4	18	64	38	72	3	0.6	3.4	1.6	126.9	72.7	4.6	2.2	0	1	0	1
chr14	660738	YNR016C 	ACC1 	1	63	236	27	71	74	25	24	70	139	18	90	70	108	206	92	29	122	274	326	362	2.5	1.9	1.5	1.1	2.9	3.1	1.3	1.4	0	0	0	0
chr14	665102	YNR019W 	ARE2 	1	51	153	12	62	56	28	5	141	87	34	58	137	58	347	44	4	27	141	100	104	3.2	1	4.9	3.1	10.7	10.7	3.2	1.6	0	1	0	1
chr14	687778	YNR033W YNR032C-A 	ABZ1 HUB1 	1	24	192	17	89	32	29	9	71	98	23	68	1301	95	3341	96	14	27	597	654	788	1.2	0.9	2.2	1.8	62.3	46.9	1.2	1.2	0	1	0	1
chr14	689792	YNR034W 	SOL1 	1	71	180	16	74	60	23	9	74	97	21	79	136	93	373	73	7	51	922	930	942	3.8	1.1	2.3	1.4	6.6	6.9	3.4	1.7	1	1	0	1
chr14	701375	YNR041C YNR043W 	COQ2 MVD1 	1	70	191	20	83	83	45	21	53	114	10	81	144	88	282	64	8	30	411	434	449	3.5	1.2	1.4	0.7	7.4	6	2.8	2.1	1	1	0	1
chr14	702963	YNR044W 	AGA1 	1	27	191	28	80	56	14	8	53	110	16	80	31	76	91	62	10	40	442	413	477	1.3	1.8	1.5	1	1.9	2	0.7	1.4	0	0	0	0
chr14	719187	YNR051C 	BRE5 	1	51	195	11	79	38	107	11	86	106	23	67	2500	71	4577	55	5	15	128	128	333	2.5	0.7	2.5	1.8	159.1	113.3	3.4	1.4	0	1	0	1
chr14	728319	NA	NA	1	136	165	9	50	186	49	17	291	92	19	45	66	36	50	53	3	13	358	253	305	7.8	0.9	9.5	2.2	8.3	1.3	8.5	4.4	1	1	0	0
chr14	739106	YNR060W 	FRE4 	1	76	200	18	86	79	38	12	122	91	12	66	110	85	214	58	22	48	434	445	470	3.6	1	4.1	1	5.9	5	3.5	4.2	0	0	0	1
chr15	3162	NA	NA	1	6	132	6	42	26	2	6	21	60	7	29	15	17	11	58	1	2	451	359	353	0.4	0.7	1	1.3	3.9	0.3	0.6	0.8	0	0	0	0
chr15	7664	NA	NA	1	36	178	26	74	43	20	14	46	98	9	54	33	90	72	71	15	48	534	492	506	1.9	1.8	1.4	0.9	1.7	1.4	1.1	1.7	0	0	0	0
chr15	27507	NA	NA	1	33	73	11	36	23	55	13	64	32	18	24	2638	26	5098	28	2	0	177	215	205	4.3	1.6	5.9	3.9	459.8	244.4	2.7	1.5	0	1	0	0
chr15	33288	NA	NA	1	47	231	16	64	65	20	2	78	87	11	59	52	49	27	57	8	13	419	295	404	1.9	1.2	2.7	1	4.9	0.6	1.6	2.8	0	1	0	0
chr15	50447	NA	NA	1	35	174	11	62	23	11	17	50	78	19	63	72	46	99	47	15	45	326	337	364	1.9	0.9	1.9	1.6	7	2.9	2.1	1.2	0	1	0	0
chr15	69307	YOL136C YOL135C 	PFK27 MED7 	1	174	194	21	84	149	108	36	216	103	46	87	464	72	882	68	20	30	33	25	31	8.5	1.3	6.4	2.8	29.3	17.6	6.7	2.3	1	1	0	1
chr15	75867	NA	NA	1	24	183	13	73	28	7	9	44	103	9	90	22	63	28	70	6	43	370	349	452	1.3	0.9	1.3	0.5	1.6	0.5	1.5	2.4	0	0	0	0
chr15	102137	NA	NA	1	20	221	18	82	40	10	17	33	129	14	81	37	76	56	79	11	27	454	559	569	0.8	1.1	0.8	0.9	2.2	1	0.8	0.8	0	0	0	0
chr15	106887	YOL112W 	MSB4 	1	10	196	10	78	27	12	4	35	111	19	72	34	73	78	75	6	26	908	760	726	0.5	0.6	1	1.4	2.1	1.4	0.8	0.7	0	0	0	0
chr15	109541	YOL111C YOL109W YOL110W 	YOL111C YOL109W SHR5 	1	56	126	23	91	77	141	17	108	90	41	84	4453	102	18993	61	22	75	203	264	100	4.2	1.3	3.6	2.6	198.9	420.9	3.3	1.4	0	1	0	1
chr15	128325	YOL101C YOL100W 	YOL101C PKH2 	1	44	166	19	71	37	19	7	92	91	26	65	33	47	35	74	5	26	1337	570	1186	2.5	1.4	3.1	2.1	3.1	0.6	1.8	1.4	0	0	0	0
chr15	128829	YOL100W 	PKH2 	1	27	250	9	101	27	17	10	75	110	19	70	2736	69	4903	68	5	35	61	72	56	1	0.5	2.1	1.4	180.9	98.3	2.2	1.5	0	1	0	1
chr15	138442	YOL097C YOL096C 	WRS1 COQ3 	1	31	195	15	75	31	10	4	45	131	11	75	47	56	80	66	3	17	316	362	329	1.5	1	1	0.8	3.8	1.6	1.5	1.3	0	1	0	0
chr15	187311	YOL077C YOL076W 	BRX1 MDM20 	1	48	206	29	74	33	18	9	54	108	26	57	27	94	57	75	8	42	290	437	317	2.2	2	1.5	2.4	1.3	1	1.1	0.6	0	0	0	0
chr15	207308	YOL064C 	MET22 	1	33	256	14	69	30	18	10	122	90	28	56	1142	52	1263	67	8	20	112	96	370	1.2	1	4.1	2.6	100.7	25.6	1.2	1.6	0	1	0	1
chr15	217692	YOL059W 	GPD2 	1	93	195	40	71	97	35	20	99	120	25	65	119	100	277	72	20	67	382	394	408	4.5	2.8	2.5	2	5.4	5.2	1.6	1.2	0	1	0	1
chr15	232733	NA	NA	1	48	261	33	96	37	65	10	131	120	44	101	2674	95	4465	75	15	55	223	241	307	1.8	1.7	3.3	2.3	127.6	80.7	1	1.5	0	1	0	1
chr15	260313	YOL034W 	SMC5 	1	11	181	17	53	19	7	4	29	82	7	50	40	28	18	53	4	0	662	647	519	0.6	1.7	1.1	0.7	6.5	0.4	0.4	1.5	0	0	0	0
chr15	287496	NA	NA	1	47	223	27	88	62	35	11	57	117	22	74	92	92	313	72	4	72	350	510	394	2	1.5	1.5	1.5	4.5	5.8	1.3	1	0	1	0	1
chr15	328563	YOR002W 	ALG6 	1	39	229	16	88	41	17	10	46	126	18	73	38	85	86	71	11	25	562	536	426	1.6	0.9	1.1	1.3	2.1	1.7	1.8	0.9	0	0	0	0
chr15	329801	YOR002W 	ALG6 	1	22	231	18	95	41	14	9	97	144	22	80	1711	75	2989	75	9	56	367	328	483	0.9	1	2	1.4	103.9	54.3	0.9	1.4	0	1	0	1
chr15	357645	YOR014W 	RTS1 	1	32	173	10	64	20	7	7	16	90	7	62	19	38	20	42	6	15	430	368	396	1.7	0.8	0.5	0.6	2.3	0.6	2.2	0.9	0	0	0	0
chr15	389379	YOR031W 	CRS5 	1	34	172	27	49	43	39	13	56	97	15	46	169	58	268	64	4	29	390	328	425	1.9	2.7	1.8	1.7	13.3	5.7	0.7	1.1	0	1	0	1
chr15	411953	NA	NA	1	36	236	15	91	57	35	15	49	110	20	82	277	98	749	77	18	30	393	370	483	1.5	0.8	1.4	1.3	12.9	13.1	1.7	1	0	1	0	1
chr15	430156	YOR054C 	YOR054C 	1	19	163	12	60	16	20	10	68	84	24	54	182	60	240	36	3	20	69	51	122	1.1	1	2.5	2.4	13.9	9.1	1.1	1	0	1	0	1
chr15	446888	YOR065W YOR064C 	CYT1 YNG1 	1	107	175	37	83	70	128	27	126	120	33	71	6603	93	16668	59	17	48	119	124	136	5.8	2.2	3.2	2.4	322.3	381	2.6	1.3	1	1	0	1
chr15	511141	YOR099W YOR098C 	KTR1 NUP1 	1	31	219	13	81	40	13	7	47	138	23	65	29	66	18	69	12	22	645	624	727	1.4	0.8	1	1.8	2	0.4	1.7	0.6	0	0	0	0
chr15	511386	YOR099W YOR098C 	KTR1 NUP1 	1	18	247	6	79	27	26	8	86	100	27	69	5099	52	6757	61	2	11	37	55	27	0.7	0.4	2.6	2	444.4	151.1	2	1.3	0	1	0	1
chr15	511471	YOR099W YOR098C 	KTR1 NUP1 	1	25	241	20	81	33	65	14	90	115	42	76	4139	71	8241	72	8	22	33	54	42	1	1.2	2.4	2.9	264.5	156.1	0.8	0.8	0	1	0	1
chr15	526034	NA	NA	1	20	191	15	66	22	12	10	37	92	14	59	46	65	49	67	6	35	312	317	323	1	1.2	1.2	1.2	3.2	1	0.8	1	0	0	0	0
chr15	579485	YOR136W 	IDH2 	1	40	220	21	79	29	19	13	50	121	11	74	2134	86	2889	77	8	33	597	616	665	1.7	1.4	1.2	0.7	112.5	50.6	1.3	1.7	0	1	0	1
chr15	585787	YOR138C 	YOR138C 	1	27	150	9	69	21	16	9	45	87	11	60	39	76	85	61	5	31	833	631	575	1.7	0.7	1.6	1	2.4	1.9	2.6	1.6	0	0	0	0
chr15	590087	NA	NA	1	27	165	15	72	40	13	7	44	96	9	61	263	84	551	58	19	43	451	457	540	1.5	1	1.4	0.8	14.2	12.9	1.5	1.7	0	1	0	1
chr15	605080	YOR144C 	ELG1 	1	21	226	11	75	22	6	10	42	80	16	68	24	45	16	56	3	14	502	521	431	0.9	0.7	1.6	1.3	2.5	0.4	1.2	1.3	0	0	0	0
chr15	613349	NA	NA	1	41	191	33	96	62	43	14	70	99	21	90	165	84	408	84	11	53	487	736	501	2	1.7	2.1	1.2	8.9	6.6	1.2	1.7	0	1	0	1
chr15	614252	NA	NA	1	18	153	12	60	34	15	19	24	105	20	55	15	49	13	52	8	33	384	488	352	1.1	1	0.7	1.9	1.4	0.3	1.1	0.4	0	0	0	0
chr15	618452	YOR152C 	YOR152C 	1	19	176	8	56	36	21	12	35	101	14	59	25	47	32	61	12	10	473	478	440	1	0.7	1.1	1.3	2.4	0.7	1.4	0.8	0	0	0	0
chr15	628572	YOR155C 	YOR155C 	1	27	161	14	61	38	10	10	56	96	17	67	34	107	74	59	9	32	458	481	470	1.6	1.2	1.8	1.3	1.4	1.7	1.3	1.3	0	0	0	0
chr15	629061	NA	NA	1	29	225	11	79	31	13	6	68	97	12	60	37	92	92	66	15	39	583	535	555	1.2	0.7	2.1	1	1.8	1.9	1.8	2	0	0	0	0
chr15	642595	YOR162C YOR163W 	YRR1 DDP1 	1	237	185	15	73	140	141	30	151	128	16	74	1040	69	1814	69	11	34	444	319	418	12.2	1	3.6	1.2	68.3	35.4	11.8	3.1	1	1	0	1
chr15	642789	YOR162C YOR163W 	YRR1 DDP1 	1	35	225	7	73	37	14	7	29	101	12	76	54	103	129	78	23	30	1107	1085	1145	1.5	0.5	0.9	0.8	2.4	2.2	3	1.1	0	0	0	1
chr15	677685	NA	NA	1	36	169	14	93	57	29	21	33	74	10	71	41	98	114	61	21	37	281	409	388	2	0.8	1.4	0.8	1.9	2.5	2.6	1.8	0	0	0	1
chr15	684338	YOR187W 	TUF1 	1	26	200	22	82	22	21	7	60	105	19	89	19	118	65	76	13	45	504	480	595	1.2	1.4	1.7	1.1	0.7	1.2	0.9	1.5	0	0	0	0
chr15	697896	NA	NA	1	13	128	7	32	23	10	8	30	75	9	44	2	24	18	46	2	10	505	549	431	0.9	1.1	1.2	1	0.5	0.5	0.8	1.1	0	0	0	0
chr15	766877	NA	NA	1	29	195	13	64	41	6	9	87	114	28	72	23	62	51	44	10	38	532	443	442	1.4	1	2.3	2.1	1.7	1.6	1.4	1.1	0	0	0	0
chr15	770274	YOR230W 	WTM1 	1	84	208	28	83	121	71	34	145	104	40	70	912	92	2581	74	10	56	127	199	128	3.9	1.7	4.2	2.9	44.9	47	2.3	1.4	1	1	0	1
chr15	777115	NA	NA	1	20	146	15	65	57	16	17	36	110	13	62	120	82	402	73	3	39	361	460	243	1.3	1.1	1	1.1	6.7	7.4	1.2	0.9	0	1	0	1
chr15	777339	NA	NA	1	36	157	16	78	36	22	12	51	85	17	74	262	78	629	74	7	48	433	424	444	2.2	1	1.8	1.2	15.2	11.5	2.1	1.5	0	1	0	1
chr15	821683	NA	NA	1	19	151	6	59	22	13	5	27	75	8	58	19	46	7	51	6	22	547	491	732	1.2	0.5	1.1	0.7	1.9	0.2	2.4	1.6	0	0	0	0
chr15	830897	YOR270C 	VPH1 	1	19	153	12	53	29	23	5	94	75	36	61	343	34	416	33	0	22	81	46	54	1.2	1.1	3.8	3.1	45.3	16.9	1.1	1.2	0	0	0	1
chr15	833887	NA	NA	1	42	182	18	77	40	33	9	52	114	16	56	19	88	54	79	14	59	523	601	533	2.2	1.2	1.4	1.5	1	0.9	1.9	0.9	0	0	0	0
chr15	866246	YOR292C YOR293W 	YOR292C RPS10A 	1	12	218	7	66	33	12	3	33	99	14	69	165	60	146	96	10	19	952	800	739	0.5	0.5	1	1	12.6	2.1	1	1	0	1	0	1
chr15	882101	YOR302W YOR303W 	YOR302W CPA1 	1	45	187	31	108	60	175	29	133	118	30	82	3293	130	12326	93	24	59	155	184	183	2.3	1.4	3.4	1.9	115.3	179	1.6	1.8	0	1	0	1
chr15	886212	NA	NA	1	17	169	15	75	19	5	5	39	73	19	60	43	45	65	49	10	20	333	396	378	0.9	1	1.6	1.7	4.3	1.8	1	1	0	0	0	0
chr15	893998	YOR307C 	SLY41 	1	38	142	27	56	29	17	14	49	86	14	48	27	46	36	52	5	21	475	438	550	2.6	2.4	1.7	1.5	2.6	0.9	1.1	1.1	0	0	0	0
chr15	894231	YOR307C 	SLY41 	1	4	138	2	30	13	0	2	6	48	3	27	4	18	1	40	0	1	248	321	168	0.3	0.3	0.4	0.6	1	0	0.9	0.7	0	0	0	0
chr15	912072	YOR319W 	HSH49 	1	476	184	24	76	485	240	97	262	149	46	71	805	91	2393	66	20	83	165	193	155	24.6	1.6	5.3	3.4	40.1	49.2	15.2	1.6	1	1	0	1
chr15	917026	NA	NA	1	31	202	15	77	31	14	8	45	126	11	75	206	93	591	59	4	28	815	690	635	1.5	1	1.1	0.8	10.1	13.6	1.5	1.4	0	1	0	1
chr15	919105	NA	NA	1	51	190	19	65	36	19	2	47	113	18	82	54	55	85	68	2	37	606	624	553	2.6	1.5	1.3	1.1	4.5	1.7	1.7	1.1	0	1	0	0
chr15	979100	NA	NA	1	311	216	21	74	176	96	21	325	128	65	75	265	72	331	78	17	34	122	91	89	13.7	1.4	7.7	4.5	16.7	5.7	9.8	1.7	1	1	0	1
chr15	979255	NA	NA	1	1090	181	22	70	420	257	74	682	127	77	97	1938	118	5488	86	11	65	253	203	158	57.3	1.6	16.3	4.1	74.5	86.2	36.9	4	1	1	0	1
chr15	986728	YOR347C 	PYK2 	1	20	167	15	56	25	4	5	27	91	15	58	8	27	12	38	5	7	164	211	133	1.2	1.4	0.9	1.3	1.4	0.4	0.9	0.7	0	0	0	0
chr15	1017822	YOR361C 	PRT1 	1	29	180	8	47	24	5	2	36	77	14	64	20	40	16	72	2	7	322	418	253	1.6	0.9	1.4	1.1	2.2	0.3	1.7	1.2	0	0	0	0
chr15	1025890	YOR365C YOR367W 	YOR365C SCP1 	1	22	205	22	76	41	20	11	119	93	35	81	194	47	300	92	2	24	105	149	57	1	1.4	3.9	2.3	18.6	4.4	0.7	1.7	0	1	0	1
chr15	1029733	NA	NA	1	47	188	19	76	70	22	8	43	112	23	66	41	66	96	60	25	44	289	451	369	2.4	1.3	1.2	1.9	2.9	2.2	1.9	0.6	0	0	0	0
chr15	1045818	YOR377W 	ATF1 	1	37	204	9	71	38	8	3	56	134	13	70	652	61	824	77	3	19	498	477	603	1.7	0.7	1.3	1	49	14.5	2.6	1.3	0	1	0	1
chr15	1069390	NA	NA	1	24	191	10	62	20	14	4	30	103	11	61	23	40	36	70	4	11	739	644	538	1.2	0.8	0.9	1	2.6	0.7	1.5	0.9	0	0	0	0
chr15	1071972	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15	1089215	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16	1924	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16	18899	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16	23832	NA	NA	1	15	180	37	85	42	13	15	44	88	15	72	235	60	412	65	15	35	266	328	389	0.8	2.2	1.5	1.1	17.8	8.5	0.4	1.4	0	1	0	1
chr16	46463	YPL263C 	KEL3 	1	20	174	16	50	13	10	22	29	107	9	48	64	42	74	34	4	17	784	663	614	1.1	1.7	0.8	1	7	2.9	0.6	0.8	0	1	0	0
chr16	47452	YPL262W 	FUM1 	1	40	167	10	57	42	13	8	45	110	11	71	48	86	200	61	9	41	469	493	465	2.3	0.9	1.2	0.8	2.5	4.4	2.6	1.6	0	0	0	1
chr16	69385	YPL254W 	HFI1 	1	18	185	15	67	13	8	4	41	109	11	70	361	48	343	56	6	15	437	553	422	0.9	1.1	1.1	0.8	33.9	8.2	0.8	1.4	0	1	0	1
chr16	75084	YPL250C 	ICY2 	1	87	165	23	88	115	100	32	154	95	56	56	2695	92	10381	59	22	43	198	170	170	5	1.3	4.9	5.2	133.6	238.7	3.9	0.9	0	1	0	1
chr16	75485	YPL250C 	ICY2 	1	89	244	68	123	161	228	29	189	122	109	100	4009	130	13678	101	25	190	138	196	149	3.5	2.8	4.7	5.7	140.4	183.2	1.3	0.8	0	1	0	1
chr16	86615	NA	NA	1	29	206	21	94	36	8	15	45	106	17	77	13	71	61	87	11	87	735	901	761	1.4	1.1	1.3	1.2	0.8	0.9	1.2	1.1	0	0	0	0
chr16	87724	YPL243W YPL244C 	SRP68 HUT1 	1	41	223	9	67	33	17	8	56	120	28	74	35	76	60	72	12	41	637	607	818	1.8	0.7	1.4	2	2.1	1.1	2.5	0.7	0	0	0	0
chr16	133140	YPL221W 	BOP1 	1	44	198	20	93	51	33	16	56	124	17	100	2264	97	6820	104	19	72	316	429	516	2.1	1.1	1.4	0.9	105.5	88.5	2	1.6	0	1	0	1
chr16	139164	YPL218W 	SAR1 	1	31	186	18	87	52	17	6	31	127	16	74	69	74	92	75	15	32	483	391	356	1.6	1.1	0.7	1.1	4.2	1.7	1.5	0.7	0	1	0	0
chr16	163187	YPL206C 	YPL206C 	1	17	182	15	69	49	8	9	34	100	15	72	226	64	453	69	7	23	422	340	438	0.9	1.1	1	1.1	16	8.9	0.8	0.9	0	1	0	1
chr16	167866	NA	NA	1	26	156	10	64	32	6	8	48	90	11	54	79	42	46	45	7	7	418	380	375	1.6	0.8	1.6	1.1	8.5	1.4	2	1.5	0	1	0	0
chr16	187957	YPL190C 	NAB3 	1	68	216	13	68	74	88	13	128	102	35	65	1212	54	1499	52	7	27	51	58	26	3	0.9	3.8	2.8	102.7	39.2	3.2	1.4	1	1	0	1
chr16	188779	YPL189W 	GUP2 	1	53	229	42	89	56	52	21	180	113	65	78	4465	80	9406	59	8	98	64	89	46	2.2	2.4	4.8	4.4	252.9	215.8	0.9	1.1	0	1	0	1
chr16	215460	NA	NA	1	66	157	19	62	143	60	22	84	103	12	61	191	42	115	56	4	9	370	267	363	4	1.6	2.5	1	20.8	2.8	2.5	2.5	1	1	0	1
chr16	226497	YPL172C 	COX10 	1	52	140	14	74	48	46	30	51	99	14	60	164	85	340	66	8	31	460	483	419	3.5	1	1.5	1.2	8.7	7	3.6	1.2	0	1	0	1
